date	Abdominal obesity	isPartial	Abdominal pain	Acne	Actinic keratosis	Acute bronchitis	Adrenal crisis	Ageusia	Alcoholism	Allergic conjunctivitis	Allergy	Amblyopia	Amenorrhea	Amnesia	Anal fissure	Anaphylaxis	Anemia	Angina pectoris	Angioedema	Angular cheilitis	Anosmia	Anxiety	Aphasia	Aphonia	Apnea	Arthralgia	Arthritis	Ascites	Asperger syndrome	Asphyxia	Asthma	Astigmatism	Ataxia	Atheroma	Attention deficit hyperactivity disorder	Auditory hallucination	Autoimmune disease	Avoidant personality disorder	Back pain	Bacterial vaginosis	Balance disorder	Beau's lines	Bell's palsy	Biliary colic	Binge eating	Bleeding	Bleeding on probing	Blepharospasm	Bloating	Blood in stool	Blurred vision	Blushing	Boil	Bone fracture	Bone tumor	Bowel obstruction	Bradycardia	Braxton Hicks contractions	Breakthrough bleeding	Breast pain	Bronchitis	Bruise	Bruxism	Bunion	Burn	Burning Chest Pain	Burning mouth syndrome	Candidiasis	Canker sore	Cardiac arrest	Carpal tunnel syndrome	Cataplexy	Cataract	Chancre	Cheilitis	Chest pain	Chills	Chorea	Chronic pain	Cirrhosis	Cleft lip and cleft palate	Clouding of consciousness	Cluster headache	Colitis	Coma	Common cold	Compulsive behavior	Compulsive hoarding	Confusion	Congenital heart defect	Conjunctivitis	Constipation	Convulsion	Cough	Crackles	Cramp	Crepitus	Croup	Cyanosis	Dandruff	Delayed onset muscle soreness	Dementia	Dentin hypersensitivity	Depersonalization	Depression	Dermatitis	Desquamation	Developmental disability	Diabetes	Diabetic ketoacidosis	Diarrhoea	Dizziness	Dry eye syndrome	Dysautonomia	Dysgeusia	Dysmenorrhea	Dyspareunia	Dysphagia	Dysphoria	Dystonia	Dysuria	Ear pain	Eczema	Edema	Encephalitis	Encephalopathy	Epidermoid cyst	Epilepsy	Epiphora	Erectile dysfunction	Erythema	Erythema chronicum migrans	Esophagitis	Excessive daytime sleepiness	Eye pain	Eye strain	Facial nerve paralysis	Facial swelling	Fasciculation	Fatigue	Fatty liver disease	Fecal incontinence	Fever	Fibrillation	Fibrocystic breast changes	Fibromyalgia	Flatulence	Floater	Focal seizure	Folate deficiency	Food craving	Food intolerance	Frequent urination	Gastroesophageal reflux disease	Gastroparesis	Generalized anxiety disorder	Gingival recession	Gingivitis	Globus pharyngis	Goitre	Gout	Grandiosity	Granuloma	Guilt	Hair loss	Halitosis	Hay fever	Headache	Heart arrhythmia	Heart murmur	Heartburn	Hematochezia	Hematoma	Hematuria	Hemolysis	Hemoptysis	Hemorrhoids	Hepatic encephalopathy	Hepatitis	Hepatotoxicity	Hiccup	Hip pain	Hives	Hot flash	Hydrocephalus	Hypercalcaemia	Hypercapnia	Hypercholesterolemia	Hyperemesis gravidarum	Hyperglycemia	Hyperkalemia	Hyperlipidemia	Hypermobility	Hyperpigmentation	Hypersomnia	Hypertension	Hyperthermia	Hyperthyroidism	Hypertriglyceridemia	Hypertrophy	Hyperventilation	Hypocalcaemia	Hypochondriasis	Hypoglycemia	Hypogonadism	Hypokalemia	Hypomania	Hyponatremia	Hypotension	Hypothyroidism	Hypoxemia	Hypoxia	Impetigo	Implantation bleeding	Impulsivity	Indigestion	Infection	Inflammation	Inflammatory bowel disease	Ingrown hair	Insomnia	Insulin resistance	Intermenstrual bleeding	Intracranial pressure	Iron deficiency	Irregular menstruation	Itch	Jaundice	Kidney failure	Kidney stone	Knee Pain	Kyphosis	Lactose intolerance	Laryngitis	Leg cramps	Lesion	Leukorrhea	Lightheadedness	Low back pain	Low-grade fever	Loss of taste or smell	Major depressive disorder	Malabsorption	Male infertility	Manic Disorder	Melasma	Melena	Meningitis	Menorrhagia	Middle back pain	Migraine	Milium	Mitral insufficiency	Mood disorder	Mood swing	Morning sickness	Motion sickness	Mouth ulcer	Muscle atrophy	Muscle weakness	Myalgia	Mydriasis	Myocardial infarction	Myoclonus	Nasal congestion	Nasal polyp	Nausea	Neck mass	Neck pain	Neonatal jaundice	Nerve injury	Neuralgia	Neutropenia	Night sweats	Night terror	Nocturnal enuresis	Nodule	Nosebleed	Nystagmus	Obesity	Onychorrhexis	Oral candidiasis	Orthostatic hypotension	Osteopenia	Osteophyte	Osteoporosis	Otitis	Otitis externa	Otitis media	Pain	Palpitations	Panic attack	Papule	Paranoia	Paresthesia	Pelvic inflammatory disease	Pericarditis	Periodontal disease	Periorbital puffiness	Peripheral neuropathy	Perspiration	Petechia	Phlegm	Photodermatitis	Photophobia	Photopsia	Pleural effusion	Pleurisy	Pneumonia	Podalgia	Polycythemia	Polydipsia	Polyneuropathy	Polyuria	Poor posture	Post-nasal drip	Postural orthostatic tachycardia syndrome	Prediabetes	Proteinuria	Pruritus ani	Psychosis	Ptosis	Pulmonary edema	Pulmonary hypertension	Purpura	Pus	Pyelonephritis	Radiculopathy	Rash on skin	Rectal pain	Rectal prolapse	Red eye	Renal colic	Restless legs syndrome	Rheum	Rhinitis	Rhinorrhea	Rosacea	Round ligament pain	Rumination	Scar	Sciatica	Scoliosis	Seborrheic dermatitis	Self-harm	Sensitivity to sound	Sexual dysfunction	Shallow breathing	Sharp pain	Shivering	Shortness of breath	Shyness	Sinusitis	Skin condition	Skin tag	Skin ulcer	Sleep apnea	Sleep deprivation	Sleep disorder	Snoring	Sore throat	Spasticity	Splenomegaly	Sputum	Stomach rumble	Strabismus	Stretch marks	Stridor	Stroke	Stuttering	Subdural hematoma	Suicidal ideation	Swelling	Swollen feet	Swollen lymph nodes	Syncope	Tachycardia	Tachypnea	Telangiectasia	Tenderness	Testicular pain	Tiredness	Thrombocytopenia	Thyroid nodule	Tic	Tinnitus	Tonsillitis	Toothache	Tremor	Trichoptilosis	Tumor	Type 2 diabetes	Unconsciousness	Underweight	Upper respiratory tract infection	Urethritis	Urinary incontinence	Urinary tract infection	Urinary urgency	Uterine contraction	Vaginal bleeding	Vaginal discharge	Vaginitis	Varicose veins	Vasculitis	Ventricular fibrillation	Ventricular tachycardia	Vertigo	Viral pneumonia	Visual acuity	Vomiting	Wart	Water retention	Weakness	Weight gain	Wheeze	Xeroderma	Xerostomia	Yawn	hyperhidrosis	pancreatiti
2020-09-13	35	False	84	88	79	22	78	46	89	67	74	59	88	30	80	47	83	39	58	77	12	100	81	18	70	78	90	74	52	9	41	44	89	46	37	64	45	41	87	90	45	15	15	50	67	85	0	40	76	78	64	82	52	73	63	70	91	59	73	68	20	78	51	66	74	52	47	75	75	75	86	38	95	83	68	56	43	40	84	78	64	0	66	72	50	19	89	0	94	46	56	89	43	23	77	88	84	29	84	65	40	60	0	75	83	80	63	63	84	68	26	77	44	63	34	83	70	83	75	57	58	70	73	76	77	69	39	70	37	54	83	0	81	20	71	89	0	50	100	81	54	61	27	77	51	70	71	55	48	37	62	84	67	33	75	50	0	72	46	38	77	39	65	71	87	92	53	62	94	70	72	70	42	62	66	64	94	77	70	22	89	86	77	68	75	0	30	51	72	82	73	76	39	64	61	70	85	84	76	81	73	41	24	83	80	71	71	83	88	81	74	52	81	77	40	73	69	91	67	73	95	79	28	79	67	15	69	62	78	84	80	99	80	25	77	81	56	66	90	22	5	56	75	61	48	51	77	56	78	70	75	13	69	74	45	86	70	67	71	69	59	72	70	83	56	49	75	87	82	13	78	68	88	59	34	46	79	53	74	79	0	76	100	83	89	94	68	61	49	87	96	82	72	60	92	73	96	63	0	62	100	41	29	20	99	16	68	37	25	0	30	68	15	42	73	33	29	65	83	34	78	90	53	93	45	89	59	69	73	77	70	65	73	56	27	69	51	62	51	46	83	80	76	75	12	29	37	64	92	70	21	54	47	69	83	54	66	75	87	55	28	73	74	33	29	76	66	79	75	57	73	76	77	38	66	70	88	85	77	69	76	69	76	71	74	74	64	81	95	0	84	88	50	70	19	59	74	80	80	56	82	85	81	74	77	84	71	88	8	65	64	72	57	73	79	45	41	70	74	15	42
2020-09-20	24	False	90	86	71	25	35	47	88	52	73	58	86	28	95	51	86	67	60	59	10	98	77	37	68	82	91	91	57	3	41	35	81	32	38	66	47	53	90	80	12	16	14	58	64	89	0	49	73	75	66	93	49	84	76	86	75	51	60	77	21	85	57	67	75	48	64	68	80	86	83	51	88	58	69	58	44	53	77	87	58	0	70	76	55	25	60	39	82	38	46	89	69	25	72	88	66	26	75	67	82	62	0	72	77	79	37	64	87	69	47	78	38	53	28	58	55	71	63	83	62	68	72	77	64	70	50	76	38	46	84	48	81	11	61	80	61	44	39	91	67	26	29	71	17	72	53	49	58	38	32	60	89	47	66	51	22	77	34	19	78	20	65	82	91	81	54	64	81	66	75	78	54	88	78	60	97	90	71	73	93	88	80	54	77	0	23	43	65	79	70	79	43	78	54	68	100	87	59	89	57	0	0	83	67	81	75	93	100	86	79	48	63	69	41	67	71	90	68	74	94	76	28	76	91	16	68	65	84	82	87	74	84	31	69	86	40	68	80	46	22	68	68	62	50	62	60	61	73	73	73	55	35	67	100	84	84	55	65	90	67	67	80	89	58	70	85	64	82	27	91	83	85	58	58	67	77	68	83	84	21	60	77	90	58	88	68	71	47	90	98	80	71	62	88	75	89	62	0	77	99	64	31	0	59	16	73	39	28	0	26	74	15	69	92	33	48	76	87	0	87	83	47	69	43	83	86	68	65	57	74	73	50	65	63	81	60	64	62	70	86	77	77	63	59	49	75	65	81	55	23	48	57	75	85	72	76	77	89	54	29	72	50	27	30	75	58	47	82	65	63	65	78	41	63	71	91	74	77	63	66	81	79	91	76	77	68	78	65	0	93	95	95	64	13	50	72	77	28	19	71	81	79	65	76	98	76	86	9	76	65	74	48	68	83	53	55	69	81	11	0
2020-09-27	13	False	89	87	71	24	38	14	80	100	74	64	77	35	65	56	93	98	79	65	24	99	75	59	71	75	89	82	38	4	42	38	85	100	61	35	49	76	91	77	37	17	14	34	71	93	0	66	67	82	77	71	48	84	62	78	73	97	73	82	23	82	85	77	76	31	34	75	74	83	100	51	87	100	91	59	50	60	77	80	62	0	43	73	52	26	56	0	90	30	45	93	47	26	84	80	78	27	74	72	29	61	23	91	79	80	49	63	88	58	28	76	27	94	22	51	64	98	69	74	89	71	65	76	58	76	53	69	91	41	86	0	95	100	70	72	44	23	33	92	49	50	31	83	37	72	56	51	62	90	58	47	74	33	100	62	70	84	29	20	88	12	100	74	96	61	40	66	88	77	74	57	46	99	86	44	93	75	73	47	69	85	76	77	71	50	34	60	68	79	80	82	36	60	34	74	87	86	78	75	59	0	18	81	84	95	88	88	85	78	69	51	83	92	72	79	71	92	50	71	94	82	0	68	85	0	68	62	78	93	84	86	82	24	74	100	39	58	81	8	24	85	75	17	81	60	100	61	81	77	87	44	19	76	75	93	70	84	77	70	53	78	66	84	74	47	83	59	94	29	51	77	70	67	55	10	79	49	77	88	89	9	90	94	72	92	63	61	55	90	91	75	50	62	85	87	78	64	0	69	69	67	31	43	63	34	78	40	29	0	27	68	12	60	35	36	38	63	78	37	79	93	59	78	44	90	80	83	65	70	73	72	74	48	82	74	90	69	76	48	83	81	74	74	89	62	80	49	83	64	23	92	51	88	87	84	68	96	94	55	31	90	50	27	56	86	68	54	75	98	62	54	80	44	74	91	85	59	31	74	84	66	84	57	59	80	72	73	66	45	98	90	46	54	27	56	86	72	29	51	81	78	82	68	76	67	68	87	15	91	69	73	63	65	82	57	59	73	91	20	0
2020-10-04	26	False	90	91	56	30	48	51	65	32	73	65	95	37	75	48	87	46	62	57	18	94	100	69	73	63	85	82	36	2	44	45	96	67	41	35	47	65	92	87	100	34	16	21	65	94	100	59	75	81	52	85	49	100	91	69	84	81	74	79	25	80	98	78	76	28	65	64	78	82	92	62	89	77	66	61	51	27	82	89	70	0	60	82	46	27	24	0	87	71	79	88	74	30	68	74	87	29	85	80	0	54	48	75	81	82	70	73	91	79	25	86	41	81	26	64	68	91	74	59	67	79	72	73	63	100	53	83	62	52	87	51	86	45	74	68	66	67	51	93	71	57	33	64	0	77	69	54	84	49	63	62	81	42	79	56	24	77	22	62	82	18	80	75	94	48	77	66	92	75	69	86	54	89	68	71	92	99	81	79	86	78	68	52	74	51	23	60	69	78	79	77	52	60	51	72	74	79	37	99	84	45	53	80	88	92	66	96	86	82	100	72	69	78	54	75	74	92	66	72	92	72	0	96	84	17	68	61	72	85	82	85	87	23	72	85	26	72	61	33	54	83	62	61	100	43	73	57	84	82	77	59	38	84	31	83	67	68	58	75	65	85	80	74	72	34	87	46	80	29	93	79	66	68	91	71	74	86	87	89	68	65	89	90	65	86	73	81	64	91	100	79	76	70	100	56	92	84	0	74	70	11	35	22	51	17	68	28	33	51	27	78	15	100	54	36	19	92	76	38	100	100	55	80	46	87	75	67	54	73	50	100	75	62	60	71	68	52	71	82	85	78	83	71	64	32	67	67	83	71	24	60	66	64	82	100	71	95	100	58	33	59	43	28	32	61	60	72	79	71	60	86	79	40	79	88	86	75	50	80	85	85	90	60	60	78	64	81	70	0	94	82	74	52	7	57	56	90	52	62	61	89	92	78	60	34	56	87	16	55	70	74	74	69	81	60	45	81	90	9	46
2020-10-11	14	False	90	89	63	30	63	24	82	60	72	87	64	41	77	45	83	44	65	92	16	94	74	43	73	62	96	73	26	3	41	36	97	37	45	38	49	36	92	62	54	18	14	53	76	93	0	40	74	78	83	77	48	94	78	79	100	59	71	83	25	78	64	76	73	46	33	76	83	85	81	49	96	63	48	61	54	59	54	85	46	0	69	72	54	25	36	61	83	56	49	93	52	28	80	95	77	36	69	83	65	56	0	78	80	82	76	30	92	86	41	81	60	100	37	59	68	90	99	100	81	81	69	78	63	81	32	79	79	52	87	0	92	24	75	60	0	43	37	85	75	61	31	81	61	76	85	71	81	90	84	97	88	56	99	58	52	82	48	68	79	23	80	72	91	75	56	71	100	74	74	100	49	80	86	73	95	60	74	26	84	95	78	57	86	0	28	66	61	74	72	81	53	86	50	74	90	94	85	85	77	0	29	72	46	97	55	82	82	85	92	48	66	92	58	75	75	88	75	73	89	77	0	45	73	18	69	53	84	97	86	97	84	22	67	91	24	64	84	36	26	69	61	67	54	57	88	66	87	95	85	16	83	73	75	78	71	62	47	67	74	60	76	54	46	22	85	65	83	16	93	79	55	75	57	11	78	57	92	65	0	81	79	90	59	88	74	76	49	94	97	86	55	74	66	81	88	77	0	80	73	49	40	47	55	76	73	29	29	0	30	88	100	64	48	0	28	94	70	27	77	61	49	82	56	96	76	69	67	79	81	79	58	44	41	87	61	63	75	68	84	95	68	68	14	12	74	50	86	84	27	75	62	78	87	77	72	90	59	68	34	87	51	30	61	87	63	71	78	63	59	66	79	44	67	77	89	74	51	73	66	76	84	67	51	87	73	76	74	100	95	90	100	63	15	56	92	84	24	45	85	84	92	57	71	82	61	92	16	82	71	78	59	77	85	61	57	72	79	15	100
2020-10-18	43	False	100	94	73	36	63	16	90	30	68	62	89	100	87	53	88	61	69	53	15	100	81	22	72	60	92	100	49	2	41	40	69	74	68	39	47	63	97	82	55	37	13	54	67	97	0	65	70	81	65	88	48	87	100	87	92	65	72	87	25	87	62	60	74	56	29	100	84	74	94	49	98	64	94	61	55	74	79	83	54	0	66	84	45	22	54	0	76	79	56	99	67	29	78	76	81	36	100	80	16	58	0	75	83	85	66	61	90	78	38	81	53	83	29	69	55	92	87	68	69	68	72	79	74	76	37	76	68	59	75	0	91	37	75	71	73	57	47	88	87	68	32	86	41	68	78	54	70	68	43	79	98	40	83	65	0	85	0	68	83	27	71	68	99	92	51	74	76	66	78	86	54	91	84	65	95	77	72	17	79	100	85	69	78	56	31	79	53	89	80	100	81	85	74	71	79	80	69	89	46	100	30	82	82	94	56	81	77	89	71	50	70	93	64	74	75	90	75	69	93	89	0	91	83	19	68	58	82	87	88	90	93	32	79	87	39	73	82	54	33	63	75	49	63	41	70	55	74	54	86	98	42	96	14	92	68	58	67	80	71	67	62	70	58	22	88	76	93	16	57	76	65	79	100	45	80	54	75	80	100	41	99	99	80	100	70	56	48	95	91	83	60	85	76	66	91	87	0	78	71	37	38	48	45	19	82	45	30	0	32	99	16	64	88	0	35	92	67	28	85	63	65	79	65	92	78	76	68	62	68	83	100	68	75	80	54	50	63	66	81	86	84	89	71	81	35	58	91	73	27	15	55	86	84	70	73	78	94	59	31	61	39	24	71	86	61	86	78	93	60	76	81	40	80	78	87	75	59	79	95	71	78	83	52	87	71	79	84	0	93	87	81	39	8	86	100	83	32	23	52	83	69	58	76	60	69	89	15	68	71	77	65	86	92	62	58	46	96	100	0
2020-10-25	0	False	91	86	80	18	63	32	87	30	63	65	66	70	86	38	83	61	80	56	14	95	85	22	81	56	94	77	22	3	39	43	90	18	45	38	50	22	93	88	68	37	12	69	57	94	0	73	65	77	67	93	48	99	79	79	71	59	78	90	25	77	51	65	71	37	52	58	86	88	87	61	83	27	80	60	58	63	84	85	100	0	59	77	53	27	54	0	91	45	54	96	22	30	90	76	80	29	66	75	65	57	26	75	79	81	44	51	89	76	28	77	30	72	33	78	59	79	75	82	64	74	69	77	44	72	47	78	79	56	55	0	96	37	72	67	24	52	28	81	67	80	33	91	41	75	57	50	70	100	32	92	91	100	74	72	26	79	32	0	86	34	77	73	94	81	50	67	76	73	76	85	45	66	70	44	94	86	100	61	83	92	70	48	72	0	28	72	61	73	85	72	33	73	62	68	70	87	40	97	68	0	20	84	67	81	73	74	75	87	62	52	58	91	69	83	74	88	73	88	89	100	100	55	83	37	63	62	71	90	80	90	85	20	77	81	72	69	82	0	40	71	58	43	54	40	94	50	72	71	82	33	42	54	34	82	62	72	100	75	78	67	66	100	67	52	89	100	79	16	77	73	75	70	79	56	80	52	81	76	25	82	55	68	71	93	60	31	64	90	91	71	63	83	87	55	71	61	99	78	54	62	35	24	71	38	60	43	32	0	27	76	18	41	49	0	49	81	64	28	83	89	58	82	43	89	70	75	70	74	36	83	47	59	17	68	70	53	71	92	100	86	81	80	28	12	55	70	88	85	26	60	56	91	80	73	71	67	89	65	30	76	86	24	62	89	54	45	75	61	78	75	75	29	76	81	96	69	27	84	90	57	70	90	50	85	76	83	83	100	86	84	80	71	23	56	100	89	40	23	69	85	100	60	69	75	47	85	15	64	74	76	55	97	81	91	41	88	85	21	0
2020-11-01	35	False	72	74	52	18	17	13	62	34	56	62	62	35	79	41	69	69	62	69	15	80	67	0	61	66	73	68	34	1	34	46	67	0	56	98	37	44	76	67	46	0	14	44	51	77	0	28	53	72	61	77	40	66	40	61	60	46	45	70	23	64	69	54	61	26	43	59	69	62	76	56	72	39	50	49	45	64	67	77	32	0	71	60	40	23	44	25	75	0	47	79	37	27	74	65	68	28	56	67	40	62	22	53	66	67	54	17	72	57	20	72	56	56	20	75	72	67	61	58	64	57	63	54	53	57	45	74	37	40	72	0	74	21	58	56	100	29	31	73	57	63	27	77	34	56	77	45	62	22	63	65	67	38	65	49	65	57	20	37	64	19	59	64	73	46	30	61	74	64	64	62	42	73	60	37	80	46	76	21	63	70	63	44	48	0	15	36	52	74	51	80	34	51	56	53	68	72	68	62	51	41	8	72	63	62	64	69	84	71	56	45	53	69	50	61	62	76	57	53	62	55	0	58	67	15	50	48	64	69	66	62	65	23	54	70	28	61	70	15	27	69	56	66	30	31	80	41	53	63	69	54	0	81	47	69	49	69	48	87	54	66	44	79	60	19	72	47	67	27	77	59	47	44	23	28	57	91	68	63	0	34	71	71	61	76	43	50	44	75	82	69	61	51	70	61	51	61	0	68	30	63	29	0	55	31	49	37	24	0	29	57	13	47	50	0	53	87	58	11	77	61	36	72	58	68	62	59	45	54	51	73	49	20	34	62	38	59	68	58	66	62	66	64	23	38	65	57	68	61	19	39	52	76	62	60	53	58	79	56	28	94	53	24	37	81	44	44	61	62	63	45	60	30	65	67	68	77	44	77	49	58	70	62	43	69	55	76	53	42	68	71	51	50	6	61	51	71	14	38	58	64	68	48	54	65	55	72	16	53	56	62	43	75	68	96	41	46	41	12	0
2020-11-08	0	False	93	90	69	29	40	61	81	48	64	63	81	37	64	48	82	42	63	62	17	95	76	21	81	50	90	83	66	4	40	42	73	53	54	73	45	69	95	77	26	0	17	58	74	91	0	69	68	92	64	75	47	75	70	72	68	59	81	84	28	74	62	87	69	53	68	71	80	66	93	29	79	81	64	58	56	35	86	86	44	0	46	73	54	29	43	29	83	43	49	88	64	30	71	78	51	27	22	81	31	67	50	85	81	77	42	53	92	71	27	81	43	60	36	74	47	88	75	66	59	72	82	72	69	85	60	79	76	67	80	0	87	47	67	69	46	42	53	86	77	65	34	93	0	76	64	52	100	82	91	100	90	76	72	70	100	64	53	22	83	26	71	68	85	82	52	75	57	66	73	60	49	62	78	57	90	79	97	83	90	96	74	59	64	0	29	54	64	78	52	80	32	68	34	67	86	86	43	71	67	0	19	81	47	57	61	90	87	86	63	48	52	96	61	80	76	93	72	63	83	82	0	63	97	89	69	55	85	82	84	79	72	22	64	88	28	77	87	26	51	74	49	59	74	58	100	54	73	65	87	47	20	74	33	85	60	71	77	76	78	45	64	51	70	35	87	67	76	62	82	79	75	75	39	85	78	58	59	77	24	49	71	65	79	82	50	67	52	89	87	80	41	68	91	69	57	47	0	99	51	59	37	0	53	18	55	44	35	0	27	63	17	55	74	0	47	100	74	53	98	79	49	78	47	77	68	68	63	69	71	73	62	47	71	59	90	60	100	70	85	79	76	76	41	78	85	59	94	71	26	53	59	76	77	62	77	61	69	63	34	62	57	33	17	76	55	59	70	67	70	69	74	35	67	81	82	74	56	99	74	78	73	70	51	95	70	84	60	0	88	96	29	68	43	57	74	98	100	32	64	75	73	62	76	65	66	82	16	76	76	73	46	77	78	100	39	55	80	16	48
2020-11-15	28	False	84	89	86	21	31	39	92	40	66	73	95	40	81	49	87	53	61	52	26	99	85	43	69	88	96	77	48	2	42	31	88	54	99	38	49	83	94	84	67	18	27	44	71	94	0	56	69	82	77	81	47	81	80	82	64	68	60	100	27	83	58	73	73	24	69	90	79	77	95	85	95	83	58	65	62	51	76	92	15	0	71	80	55	30	52	30	92	55	55	94	65	35	37	75	88	32	89	83	79	55	51	80	87	77	21	64	93	63	27	100	51	57	24	62	88	81	86	66	81	71	81	68	69	82	99	75	88	59	100	0	87	97	92	85	24	64	27	93	58	55	36	72	100	80	85	58	51	75	47	86	77	61	69	67	26	76	24	22	91	16	73	78	100	62	40	79	51	78	81	65	52	74	100	39	98	60	97	85	95	86	76	56	63	0	27	67	47	83	96	89	66	54	54	65	99	88	62	77	78	0	67	93	53	92	58	82	93	86	77	61	59	99	42	82	79	89	62	89	88	93	32	78	98	18	63	52	85	96	79	75	78	31	66	87	23	80	87	18	84	92	60	48	58	48	68	57	71	84	87	79	81	74	41	88	61	58	65	98	52	71	81	61	82	37	91	89	90	47	58	71	78	72	57	44	76	66	70	75	0	70	72	83	74	80	71	57	59	93	95	81	63	70	88	61	59	96	0	71	49	49	43	23	62	56	78	46	37	0	32	89	13	47	58	77	55	81	85	54	97	60	49	79	45	75	83	84	70	79	47	75	98	52	24	75	89	59	99	67	79	79	83	83	14	34	72	72	100	60	28	45	59	82	78	75	69	69	69	66	38	71	100	26	52	82	56	42	76	67	51	47	77	33	81	87	85	48	44	85	89	71	69	71	53	95	84	85	67	49	96	87	50	100	37	78	89	80	80	100	71	90	87	49	58	44	67	86	26	84	71	76	56	77	84	91	40	76	72	13	0
2020-11-22	29	False	93	87	61	22	42	41	78	25	55	57	74	30	77	44	67	51	63	84	17	83	47	11	62	42	83	57	35	2	37	40	73	0	23	0	42	59	95	91	55	0	14	31	62	90	0	41	59	83	42	81	84	48	41	66	69	60	58	79	32	71	65	64	70	56	34	52	76	76	65	54	75	43	56	66	55	49	73	76	47	0	42	73	59	28	45	31	73	45	39	100	30	32	88	88	69	25	47	82	33	54	26	71	68	69	66	61	76	57	32	85	46	47	25	37	59	57	80	58	63	74	75	57	53	72	59	81	46	50	55	0	72	37	72	78	0	66	38	73	55	56	33	67	0	66	80	47	47	64	43	63	86	40	71	52	26	76	32	0	84	10	54	66	88	59	39	74	90	54	84	41	45	67	57	47	94	55	80	88	74	88	73	39	75	0	16	28	79	61	66	64	47	62	54	49	63	69	46	60	46	0	89	66	43	62	78	69	62	65	46	37	56	83	37	95	73	76	59	75	75	65	67	51	81	19	65	58	78	86	75	61	72	22	64	64	34	75	75	18	47	64	75	99	67	47	73	52	63	81	76	33	42	53	62	89	79	87	64	78	41	74	48	58	69	75	86	30	89	49	66	57	57	63	35	45	73	79	64	55	0	52	50	81	40	63	51	46	41	87	100	82	56	71	61	51	60	84	100	65	10	25	43	0	56	19	57	31	35	0	26	56	6	39	59	40	56	81	61	14	79	37	32	66	43	83	65	63	71	56	59	74	53	99	42	60	50	68	72	58	79	81	62	68	100	35	80	78	91	75	27	30	64	74	81	49	62	67	61	79	34	54	48	26	90	71	53	43	65	66	77	44	71	34	76	73	65	64	73	76	73	77	56	51	49	76	77	74	53	0	69	78	20	68	15	48	69	88	24	23	90	75	86	53	68	61	70	79	22	53	75	69	43	72	73	48	17	81	91	13	0
2020-11-29	14	False	91	91	65	31	10	31	90	38	63	50	80	31	87	50	77	61	58	74	22	97	87	31	73	100	89	77	52	2	44	42	68	52	43	73	49	73	96	67	52	35	15	51	73	93	0	62	63	86	83	84	46	72	58	100	79	50	65	72	29	67	69	68	73	47	50	63	78	72	76	43	96	46	71	68	63	60	75	83	73	0	53	79	56	35	60	87	84	43	50	93	85	33	56	75	65	28	63	81	62	56	100	95	82	73	10	24	82	81	20	82	72	56	36	70	74	73	89	82	57	76	85	70	58	82	50	79	22	56	64	0	92	35	84	75	46	67	35	88	62	23	34	91	20	76	79	49	39	48	51	78	100	32	71	90	50	89	30	43	85	100	63	80	91	87	39	80	98	69	81	69	47	84	87	68	97	82	84	41	100	85	77	37	57	0	24	63	88	77	74	72	45	74	65	68	75	80	38	65	67	48	56	69	61	96	86	89	76	86	59	52	59	76	56	79	75	79	37	76	83	93	32	67	81	18	63	57	77	85	79	57	71	27	69	87	73	64	87	17	76	90	71	47	63	39	89	53	65	79	91	15	60	80	72	86	63	55	74	59	44	51	43	55	74	50	89	52	84	15	73	58	67	82	25	85	67	70	63	63	0	78	49	90	26	86	55	17	43	88	91	72	19	62	57	60	70	89	0	69	58	23	40	23	64	36	56	51	38	0	30	75	12	70	65	0	80	77	80	0	87	57	51	71	40	74	71	74	69	61	62	79	61	74	32	69	74	63	81	68	81	88	76	80	40	78	85	66	85	79	27	63	71	85	78	54	81	78	97	74	33	76	65	29	42	76	65	84	73	54	70	60	63	32	65	90	78	47	39	77	63	65	87	70	51	94	64	77	65	0	90	87	38	71	14	51	57	90	38	86	76	80	70	67	60	57	75	91	23	39	75	69	58	76	84	87	24	51	76	15	0
